"County_Name","Sub-county_Name","Crop_Year","Season","Crop","Area","Production","cat_crop"
"Kirinyaga","Sub-county_Name_MWEA WEST","1998","Winter","Crop_Pome Fruit","7953","5854","Crop_Pome Fruit"
"West Pokot","Sub-county_Name_POKOT SOUTH","2018","Spring","Crop_Tomatoes","3326","4614","Crop_Tomatoes"
"Kitui","Sub-county_Name_KITUI EAST","2014","Spring","Crop_Korra","5609","6539","Crop_Korra"
"Kilifi","Sub-county_Name_KILIFI NORTH","2014","Spring","Crop_Tomatoes","5214","9520","Crop_Tomatoes"
"Kericho","Sub-county_Name_AINAMOI","2001","Short Rains","Crop_other fibres","7876","5821","Crop_other fibres"
"Garissa","Sub-county_Name_GARISSA TOWNSHIP","2021","Long Rains","Crop_Potatoes","6305","6031","Crop_Potatoes"
"Nairobi","Sub-county_Name_DAGORETTI SOUTH","2012","Short Rains","Crop_Soya Beans","6934","8119","Crop_Soya Beans"
"Wajir","Sub-county_Name_ELDAS","2020","Short Rains","Crop_Groundnuts","989","9030","Crop_Groundnuts"
"Kiambu","Sub-county_Name_RUIRU","2024","Long Rains","Crop_Cowpeas","599","1994","Crop_Cowpeas"
"Uasin Gishu","Sub-county_Name_KESSES","2010","Autumn","Crop_Potatoes","6741","2524","Crop_Potatoes"
"Migori","Sub-county_Name_MABERA","2024","Long Rains","Crop_Bitter Gourd","1244","2649","Crop_Bitter Gourd"
"Elgeyo Marakwet","Sub-county_Name_KEIYO NORTH","2014","Short Rains","Crop_Tea","5373","8014","Crop_Tea"
"Marsabit","Sub-county_Name_SAKU","2020","Short Rains","Crop_Cabbage","6751","2337","Crop_Cabbage"
"Wajir","Sub-county_Name_WAJIR NORTH","2009","Long Rains","Crop_Safflower","2270","9174","Crop_Safflower"
"Kitui","Sub-county_Name_KITUI SOUTH","2022","Short Rains","Crop_Peas (vegetable)","5355","7985","Crop_Peas (vegetable)"
"Kilifi","Sub-county_Name_KILIFI SOUTH","2013","Long Rains","Crop_Potatoes","9533","8015","Crop_Potatoes"
"Turkana","Sub-county_Name_TURKANA EAST","2012","Short Rains","Crop_Mung Beans","1580","1677","Crop_Mung Beans"
"Homa Bay","Sub-county_Name_MBITA","2015","Short Rains","Crop_Sunflower","6603","1735","Crop_Sunflower"
"Nandi","Sub-county_Name_MOSOP","2009","Short Rains","Crop_Peas (vegetable)","2972","3145","Crop_Peas (vegetable)"
"Kakamega","Sub-county_Name_LUKUYANI","2019","Short Rains","Crop_Finger Millet","3709","7441","Crop_Finger Millet"
"Kisii","Sub-county_Name_NYARIBARI CHACHE","2001","Winter","Crop_Horse-gram","6689","6252","Crop_Horse-gram"
"Laikipia","Sub-county_Name_LAIKIPIA EAST","2021","Long Rains","Crop_Rubber","5083","2912","Crop_Rubber"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2023","Short Rains","Crop_Onions","2406","3052","Crop_Onions"
"Nyandarua","Sub-county_Name_NDARAGWA","2011","Winter","Crop_Mesta","2525","8172","Crop_Mesta"
"Nyeri","Sub-county_Name_KIENI EAST","2018","Short Rains","Crop_Maize (Processed)","9610","5338","Crop_Maize (Processed)"
"Nakuru","Sub-county_Name_NAKURU TOWN WEST","2025","Short Rains","Crop_Rapeseed & Mustard","1190","1389","Crop_Rapeseed & Mustard"
"Kitui","Sub-county_Name_MWINGI CENTRAL","2016","Short Rains","Crop_Oilseeds total","9252","6968","Crop_Oilseeds total"
"Mombasa","Sub-county_Name_MVITA","2012","Short Rains","Crop_Samai","4638","2586","Crop_Samai"
"Nyeri","Sub-county_Name_NYERI TOWN","2025","Short Rains","Crop_Turmeric","4383","3774","Crop_Turmeric"
"Turkana","Sub-county_Name_TURKANA CENTRAL","2011","Winter","Crop_Castor seed","5490","6508","Crop_Castor seed"
"Kisii","Sub-county_Name_NYARIBARI MASABA","2015","Long Rains","Crop_Onions","1546","6559","Crop_Onions"
"Kitui","Sub-county_Name_MWINGI WEST","2004","Winter","Crop_Cashew Nuts Processed","2982","1988","Crop_Cashew Nuts Processed"
"Machakos","Sub-county_Name_MATUNGULU","2008","Winter","Crop_Common Beans & Mung Beans (Vegetable)","2134","7544","Crop_Common Beans & Mung Beans (Vegetable)"
"Kwale","Sub-county_Name_LUNGA LUNGA","2021","Spring","Crop_other oilseeds","6720","6264","Crop_other oilseeds"
"Laikipia","Sub-county_Name_NYAHURURU","2000","Long Rains","Crop_Black Pepper","3473","9052","Crop_Black Pepper"
"Murang’a","Sub-county_Name_KANDARA","2024","Spring","Crop_Tomatoes","9012","4994","Crop_Tomatoes"
"Elgeyo Marakwet","Sub-county_Name_KEIYO NORTH","2004","Short Rains","Crop_Pomegranates","265","4554","Crop_Pomegranates"
"Uasin Gishu","Sub-county_Name_AINABKOI","1998","Short Rains","Crop_Potatoes","1509","7768","Crop_Potatoes"
"Siaya","Sub-county_Name_UGENYA","2007","Winter","Crop_Bitter Gourd","5799","8625","Crop_Bitter Gourd"
"Nairobi","Sub-county_Name_DAGORETTI SOUTH","2008","Long Rains","Crop_Sapota","5869","9002","Crop_Sapota"
"Turkana","Sub-county_Name_LOIMA","2005","Winter","Crop_Common Beans & Mung Beans (Vegetable)","4897","2328","Crop_Common Beans & Mung Beans (Vegetable)"
"Murang’a","Sub-county_Name_MURANG'A SOUTH","2019","Winter","Crop_Tomatoes","4558","2143","Crop_Tomatoes"
"Uasin Gishu","Sub-county_Name_AINABKOI","2024","Spring","Crop_Varagu","667","1085","Crop_Varagu"
"Nyandarua","Sub-county_Name_NDARAGWA","2011","Short Rains","Crop_Cashew Nuts","3282","7802","Crop_Cashew Nuts"
"Tana River","Sub-county_Name_GARSEN","2011","Long Rains","Crop_Groundnuts","4089","6531","Crop_Groundnuts"
"Tana River","Sub-county_Name_BURA","2011","Spring","Crop_Potatoes","3435","9357","Crop_Potatoes"
"Nandi","Sub-county_Name_EMGWEN","2019","Short Rains","Crop_other oilseeds","4839","3529","Crop_other oilseeds"
"Nandi","Sub-county_Name_MOSOP","2014","Autumn","Crop_Varagu","4137","2061","Crop_Varagu"
"Bungoma","Sub-county_Name_SIRISIA","2011","Spring","Crop_Castor seed","2035","4204","Crop_Castor seed"
"Embu","Sub-county_Name_RUNYENJES","2024","Long Rains","Crop_Cassava","749","6767","Crop_Cassava"
"Nairobi","Sub-county_Name_RUARAKA","2015","Winter","Crop_Onions","1874","6351","Crop_Onions"
"Mombasa","Sub-county_Name_NYALI","2016","Winter","Crop_Pigeon Peas","4518","1589","Crop_Pigeon Peas"
"Machakos","Sub-county_Name_KATHIANI","2024","Short Rains","Crop_Cabbage","9287","7991","Crop_Cabbage"
"Kisii","Sub-county_Name_BOMACHOGE CHACHE","2004","Autumn","Crop_Coconut (Raw)","8305","3284","Crop_Coconut (Raw)"
"Marsabit","Sub-county_Name_MOYALE","2002","Short Rains","Crop_Other Kharif pulses","6838","5320","Crop_Other Kharif pulses"
"Taita Taveta","Sub-county_Name_WUNDANYI","2003","Short Rains","Crop_Finger Millet","4951","4375","Crop_Finger Millet"
"Busia","Sub-county_Name_TESO SOUTH","2003","Long Rains","Crop_Common Beans & Mung Beans (Vegetable)","9671","2642","Crop_Common Beans & Mung Beans (Vegetable)"
"Narok","Sub-county_Name_TRANSMARA WEST","2012","Long Rains","Crop_Common Beans & Mung Beans (Vegetable)","7220","9500","Crop_Common Beans & Mung Beans (Vegetable)"
"Kitui","Sub-county_Name_MWINGI NORTH","2016","Short Rains","Crop_Pigeon Peas","7739","8662","Crop_Pigeon Peas"
"Machakos","Sub-county_Name_MASINGA","2024","Long Rains","Crop_Pigeon Peas","7596","3081","Crop_Pigeon Peas"
"Nairobi","Sub-county_Name_KAMUKUNJI","1999","Long Rains","Crop_Cashew Nuts Raw","619","1022","Crop_Cashew Nuts Raw"
"Bungoma","Sub-county_Name_WEBUYE WEST","2019","Winter","Crop_Cashew Nuts Processed","1324","7483","Crop_Cashew Nuts Processed"
"Garissa","Sub-county_Name_IJARA","2009","Spring","Crop_Pigeon Peas","6462","5292","Crop_Pigeon Peas"
"Baringo","Sub-county_Name_MOGOTIO","2007","Long Rains","Crop_Moth","5159","1897","Crop_Moth"
"Kajiado","Sub-county_Name_KAJIADO CENTRAL","2017","Short Rains","Crop_Pome Fruit","8922","3774","Crop_Pome Fruit"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2001","Spring","Crop_Maize (Processed)","1942","5866","Crop_Maize (Processed)"
"Nyeri","Sub-county_Name_MUKURWEINI","2016","Long Rains","Crop_Tomatoes","2004","4769","Crop_Tomatoes"
"Murang’a","Sub-county_Name_KIHARU","1998","Short Rains","Crop_Pearl Millet","863","4330","Crop_Pearl Millet"
"Kajiado","Sub-county_Name_LOITOKITOK","2000","Long Rains","Crop_Cowpeas","1996","5399","Crop_Cowpeas"
"Machakos","Sub-county_Name_KATHIANI","2011","Long Rains","Crop_Maize (Processed)","590","4595","Crop_Maize (Processed)"
"Siaya","Sub-county_Name_GEM","2010","Spring","Crop_Sweet Potatoes","3267","1147","Crop_Sweet Potatoes"
"Wajir","Sub-county_Name_WAJIR EAST","2018","Spring","Crop_Guar seed","3238","8894","Crop_Guar seed"
"Nairobi","Sub-county_Name_EMBAKASI CENTRAL","2010","Long Rains","Crop_Oranges","3393","6738","Crop_Oranges"
"Nandi","Sub-county_Name_MOSOP","2014","Short Rains","Crop_Tomatoes","3981","5314","Crop_Tomatoes"
"Wajir","Sub-county_Name_WAJIR NORTH","2008","Spring","Crop_Eggplant","9202","6223","Crop_Eggplant"
"Kwale","Sub-county_Name_KINANGO","2006","Short Rains","Crop_Bananas","6567","5267","Crop_Bananas"
"Kilifi","Sub-county_Name_KILIFI NORTH","2001","Long Rains","Crop_Khesari","1870","4048","Crop_Khesari"
"Nyandarua","Sub-county_Name_NDARAGWA","2009","Long Rains","Crop_Bananas","8515","3488","Crop_Bananas"
"Kilifi","Sub-county_Name_KALOLENI","2023","Autumn","Crop_Sweet Potatoes","9843","2784","Crop_Sweet Potatoes"
"Murang’a","Sub-county_Name_KAHURO","2007","Long Rains","Crop_Maize","7220","3972","Crop_Maize"
"Nyamira","Sub-county_Name_NYAMIRA NORTH","2023","Long Rains","Crop_Bananas","9211","2676","Crop_Bananas"
"Kajiado","Sub-county_Name_LOITOKITOK","2005","Short Rains","Crop_Other Vegetables","4644","6983","Crop_Other Vegetables"
"Bungoma","Sub-county_Name_SIRISIA","2008","Short Rains","Crop_Onions","3145","2101","Crop_Onions"
"Bungoma","Sub-county_Name_MT ELGON","2007","Short Rains","Crop_Guar seed","8308","5340","Crop_Guar seed"
"Meru","Sub-county_Name_IMENTI NORTH","2013","Short Rains","Crop_Radish","3202","2688","Crop_Radish"
"Trans Nzoia","Sub-county_Name_SABOTI","2009","Long Rains","Crop_Pigeon Peas","6000","6598","Crop_Pigeon Peas"
"Isiolo","Sub-county_Name_MERTI","2013","Short Rains","Crop_Barley","9485","6958","Crop_Barley"
"Nandi","Sub-county_Name_CHESUMEI","2018","Short Rains","Crop_Tomatoes","3387","5897","Crop_Tomatoes"
"Kericho","Sub-county_Name_AINAMOI","2015","Short Rains","Crop_Peas (vegetable)","1265","8308","Crop_Peas (vegetable)"
"Kwale","Sub-county_Name_MATUGA","2023","Autumn","Crop_Mung Beans","3628","3467","Crop_Mung Beans"
"Kilifi","Sub-county_Name_MALINDI","2011","Short Rains","Crop_Snake Gourd","9605","1121","Crop_Snake Gourd"
"Taita Taveta","Sub-county_Name_WUNDANYI","2019","Short Rains","Crop_Tomatoes","6294","7033","Crop_Tomatoes"
"Tharaka Nithi","Sub-county_Name_MUTHAMBI","2000","Short Rains","Crop_Oranges","3866","7711","Crop_Oranges"
"Homa Bay","Sub-county_Name_RANGWE","2022","Autumn","Crop_Drum Stick","8582","4225","Crop_Drum Stick"
"Elgeyo Marakwet","Sub-county_Name_KEIYO NORTH","2004","Short Rains","Crop_Sunflower","9747","2551","Crop_Sunflower"
"Makueni","Sub-county_Name_KILOME","2024","Short Rains","Crop_Jackfruit","2944","3491","Crop_Jackfruit"
"Kisii","Sub-county_Name_KITUTU CHACHE NORTH","2007","Long Rains","Crop_Radish","1721","8049","Crop_Radish"
"Marsabit","Sub-county_Name_NORTH HORR","2005","Short Rains","Crop_Coffee","8536","6770","Crop_Coffee"
"Makueni","Sub-county_Name_KIBWEZI WEST","2011","Long Rains","Crop_Pigeon Peas","4005","2954","Crop_Pigeon Peas"
"Turkana","Sub-county_Name_TURKANA SOUTH","2022","Short Rains","Crop_Other Fresh Fruits","7829","5071","Crop_Other Fresh Fruits"
"Kitui","Sub-county_Name_MWINGI WEST","1998","Long Rains","Crop_Sapota","5558","8220","Crop_Sapota"
"Bomet","Sub-county_Name_CHEPALUNGU","2006","Long Rains","Crop_Barley","2282","6732","Crop_Barley"
"Nyamira","Sub-county_Name_NYAMIRA NORTH","2001","Long Rains","Crop_Coconut (Raw)","3422","6262","Crop_Coconut (Raw)"
"Isiolo","Sub-county_Name_GARBATULLA","2020","Short Rains","Crop_Lemons","543","8524","Crop_Lemons"
"Kisii","Sub-county_Name_BONCHARI","2009","Short Rains","Crop_Pineapples","5772","1998","Crop_Pineapples"
"Narok","Sub-county_Name_NAROK SOUTH","2011","Long Rains","Crop_Sugarcane","1177","4674","Crop_Sugarcane"
"Bomet","Sub-county_Name_SOTIK","2007","Spring","Crop_Cashew Nuts","4653","8047","Crop_Cashew Nuts"
"Nandi","Sub-county_Name_NANDI HILLS","2012","Long Rains","Crop_Turnip","6165","2103","Crop_Turnip"
"Wajir","Sub-county_Name_WAJIR WEST","2001","Short Rains","Crop_Tea","5788","3522","Crop_Tea"
"Nakuru","Sub-county_Name_BAHATI","2016","Autumn","Crop_Black Pepper","5085","2942","Crop_Black Pepper"
"Uasin Gishu","Sub-county_Name_TURBO","1998","Winter","Crop_Black Pepper","666","1666","Crop_Black Pepper"
"Kitui","Sub-county_Name_KITUI CENTRAL","2006","Long Rains","Crop_Potatoes","8360","7211","Crop_Potatoes"
"Tharaka Nithi","Sub-county_Name_THARAKA SOUTH","2006","Winter","Crop_Common Beans & Mung Beans (Vegetable)","1410","1453","Crop_Common Beans & Mung Beans (Vegetable)"
"Kiambu","Sub-county_Name_GATUNDU NORTH","2008","Spring","Crop_Drum Stick","6149","1409","Crop_Drum Stick"
"Nyandarua","Sub-county_Name_KINANGOP","2005","Long Rains","Crop_Cabbage","1664","5920","Crop_Cabbage"
"Nyandarua","Sub-county_Name_NDARAGWA","2007","Short Rains","Crop_Garlic","7679","9129","Crop_Garlic"
"Kwale","Sub-county_Name_KINANGO","1999","Spring","Crop_Coffee","6875","3502","Crop_Coffee"
"Kirinyaga","Sub-county_Name_KIRINYAGA WEST","2016","Long Rains","Crop_Jute","5749","9166","Crop_Jute"
"Meru","Sub-county_Name_IMENTI SOUTH","2016","Long Rains","Crop_Maize","1432","3017","Crop_Maize"
"Migori","Sub-county_Name_MABERA","2015","Winter","Crop_Black Pepper","9381","9061","Crop_Black Pepper"
"Kwale","Sub-county_Name_MATUGA","2019","Spring","Crop_Maize (Processed)","1184","6534","Crop_Maize (Processed)"
"Bomet","Sub-county_Name_BOMET EAST","2011","Long Rains","Crop_Groundnuts","1244","5956","Crop_Groundnuts"
"Vihiga","Sub-county_Name_BOND","2011","Short Rains","Crop_Finger Millet","4609","7399","Crop_Finger Millet"
"Nandi","Sub-county_Name_TINDIRET","2010","Long Rains","Crop_Rice","7389","8722","Crop_Rice"
"Kiambu","Sub-county_Name_KABETE","2010","Long Rains","Crop_Maize (Processed)","9096","9981","Crop_Maize (Processed)"
"Wajir","Sub-county_Name_ELDAS","2009","Winter","Crop_Sugarcane","3244","6777","Crop_Sugarcane"
"Narok","Sub-county_Name_NAROK EAST","2003","Spring","Crop_Oilseeds total","2832","9228","Crop_Oilseeds total"
"Baringo","Sub-county_Name_ELDAMA RAVINE","2014","Short Rains","Crop_Mung Beans","1489","6231","Crop_Mung Beans"
"Tharaka Nithi","Sub-county_Name_MUTHAMBI","2012","Long Rains","Crop_Oranges","4833","7280","Crop_Oranges"
"Kwale","Sub-county_Name_MATUGA","2023","Short Rains","Crop_Cucumber","8620","2224","Crop_Cucumber"
"Kiambu","Sub-county_Name_LARI","2021","Short Rains","Crop_Cashew Nuts Processed","2319","5860","Crop_Cashew Nuts Processed"
"Vihiga","Sub-county_Name_BOND","2007","Long Rains","Crop_Cabbage","4338","9058","Crop_Cabbage"
"Siaya","Sub-county_Name_UGENYA","1998","Short Rains","Crop_Sesame","8550","6197","Crop_Sesame"
"Uasin Gishu","Sub-county_Name_AINABKOI","2016","Short Rains","Crop_Ginger","5032","5282","Crop_Ginger"
"Bomet","Sub-county_Name_SOTIK","2004","Long Rains","Crop_Cabbage","243","3459","Crop_Cabbage"
"Marsabit","Sub-county_Name_SAKU","2005","Long Rains","Crop_Linseed","1372","7262","Crop_Linseed"
"Machakos","Sub-county_Name_MAVOKO","2004","Spring","Crop_Sunflower","7917","6416","Crop_Sunflower"
"Murang’a","Sub-county_Name_KANGEMA","2007","Winter","Crop_Potatoes","3405","8829","Crop_Potatoes"
"Kilifi","Sub-county_Name_GANZE","2011","Short Rains","Crop_Sunflower","2881","4236","Crop_Sunflower"
"Kirinyaga","Sub-county_Name_KIRINYAGA EAST","2025","Winter","Crop_Onions","3326","1336","Crop_Onions"
"Mombasa","Sub-county_Name_LIKONI","2019","Long Rains","Crop_Black Pepper","2379","2077","Crop_Black Pepper"
"Kwale","Sub-county_Name_MSAMBWENI","2024","Short Rains","Crop_Cowpeas","2270","8606","Crop_Cowpeas"
"Elgeyo Marakwet","Sub-county_Name_MARAKWET EAST","2025","Winter","Crop_Oranges","1562","9351","Crop_Oranges"
"Nakuru","Sub-county_Name_NAIVASHA","2023","Winter","Crop_Pineapples","4105","4608","Crop_Pineapples"
"Baringo","Sub-county_Name_BARINGO SOUTH","2005","Short Rains","Crop_Cashew Nuts Processed","5812","6530","Crop_Cashew Nuts Processed"
"Kitui","Sub-county_Name_KITUI EAST","2025","Short Rains","Crop_other fibres","7887","7678","Crop_other fibres"
"West Pokot","Sub-county_Name_WEST POKOT","2000","Short Rains","Crop_Tomatoes","8367","5716","Crop_Tomatoes"
"Marsabit","Sub-county_Name_NORTH HORR","2012","Long Rains","Crop_Rapeseed & Mustard","7453","8050","Crop_Rapeseed & Mustard"
"Trans Nzoia","Sub-county_Name_ENDEBESS","2010","Long Rains","Crop_Other Fresh Fruits","7049","4406","Crop_Other Fresh Fruits"
"Nandi","Sub-county_Name_CHESUMEI","2019","Short Rains","Crop_Korra","2406","9806","Crop_Korra"
"Mandera","Sub-county_Name_MANDERA WEST","2009","Short Rains","Crop_Pumpkin","7713","3667","Crop_Pumpkin"
"Narok","Sub-county_Name_TRANSMARA EAST","2024","Long Rains","Crop_Papaya","2971","9048","Crop_Papaya"
"Kwale","Sub-county_Name_MATUGA","2012","Short Rains","Crop_Maize","9326","8372","Crop_Maize"
"Garissa","Sub-county_Name_IJARA","1998","Short Rains","Crop_Lentils","7877","5029","Crop_Lentils"
"Tharaka Nithi","Sub-county_Name_CHIAKARIGA","1998","Short Rains","Crop_Coriander","1654","7354","Crop_Coriander"
"Samburu","Sub-county_Name_SAMBURU EAST","2024","Long Rains","Crop_Dry Ginger","2601","5752","Crop_Dry Ginger"
"Bomet","Sub-county_Name_BOMET CENTRAL","2023","Long Rains","Crop_Sapota","1061","8044","Crop_Sapota"
"Isiolo","Sub-county_Name_GARBATULLA","2009","Long Rains","Crop_Cowpeas","8870","8880","Crop_Cowpeas"
"Nyeri","Sub-county_Name_KIENI EAST","2004","Short Rains","Crop_Pigeon Peas","5597","2678","Crop_Pigeon Peas"
"Laikipia","Sub-county_Name_LAIKIPIA CENTRAL","2007","Long Rains","Crop_Groundnuts","2008","1833","Crop_Groundnuts"
"Meru","Sub-county_Name_TIGANIA EAST","2013","Short Rains","Crop_Moth","3867","6002","Crop_Moth"
"Tana River","Sub-county_Name_BURA","2017","Short Rains","Crop_Carrots","1015","9453","Crop_Carrots"
"Murang’a","Sub-county_Name_KANDARA","2024","Short Rains","Crop_Grapes","1901","5088","Crop_Grapes"
"Kisumu","Sub-county_Name_MUHORONI","2021","Short Rains","Crop_Moth","248","4868","Crop_Moth"
"Makueni","Sub-county_Name_MAKUENI","2006","Short Rains","Crop_Jackfruit","8270","2635","Crop_Jackfruit"
"Nyeri","Sub-county_Name_MUKURWEINI","2001","Short Rains","Crop_Cassava","9774","3386","Crop_Cassava"
"Kwale","Sub-county_Name_KINANGO","2019","Short Rains","Crop_Cashew Nuts Processed","6139","3735","Crop_Cashew Nuts Processed"
"Kwale","Sub-county_Name_MSAMBWENI","2001","Short Rains","Crop_Pineapples","1014","2075","Crop_Pineapples"
"Bungoma","Sub-county_Name_TONGAREN","2008","Long Rains","Crop_Cotton(lint)","8797","8938","Crop_Cotton(lint)"
"Siaya","Sub-county_Name_RARIEDA","1998","Short Rains","Crop_Mung Beans","3176","6976","Crop_Mung Beans"
"Meru","Sub-county_Name_TIGANIA WEST","2007","Long Rains","Crop_Samai","2902","3571","Crop_Samai"
"Mandera","Sub-county_Name_LAFEY","2022","Long Rains","Crop_Lentils","629","2745","Crop_Lentils"
"Vihiga","Sub-county_Name_HAMISI","2002","Short Rains","Crop_Pumpkin","8249","8585","Crop_Pumpkin"
"Mandera","Sub-county_Name_MANDERA SOUTH","2022","Short Rains","Crop_Sugarcane","6145","5262","Crop_Sugarcane"
"Nyamira","Sub-county_Name_MANGA","2020","Spring","Crop_Cucumber","4299","8342","Crop_Cucumber"
"Makueni","Sub-county_Name_KILOME","2024","Autumn","Crop_Cabbage","5215","5548","Crop_Cabbage"
"Murang’a","Sub-county_Name_KIGUMO","2008","Autumn","Crop_Cucumber","6922","7816","Crop_Cucumber"
"Samburu","Sub-county_Name_SAMBURU EAST","2020","Short Rains","Crop_Tomatoes","2257","6557","Crop_Tomatoes"
"Kwale","Sub-county_Name_LUNGA LUNGA","2006","Short Rains","Crop_Rice","1349","3058","Crop_Rice"
"Kericho","Sub-county_Name_KIPKELION EAST","2007","Long Rains","Crop_Pomegranates","9863","8767","Crop_Pomegranates"
"Mandera","Sub-county_Name_LAFEY","2013","Short Rains","Crop_Bottle Gourd","7475","7926","Crop_Bottle Gourd"
"Nyamira","Sub-county_Name_MANGA","2014","Long Rains","Crop_Maize","9644","3586","Crop_Maize"
"Machakos","Sub-county_Name_KATHIANI","2023","Spring","Crop_Finger Millet","9361","2736","Crop_Finger Millet"
"Uasin Gishu","Sub-county_Name_MOIBEN","2007","Spring","Crop_Peas & Beans (Pulses)","8125","9893","Crop_Peas & Beans (Pulses)"
"Makueni","Sub-county_Name_MBOONI","2016","Short Rains","Crop_Eggplant","9535","2831","Crop_Eggplant"
"Nyandarua","Sub-county_Name_NDARAGWA","2004","Short Rains","Crop_Other Cereals & Millets","3622","7760","Crop_Other Cereals & Millets"
"Wajir","Sub-county_Name_WAJIR WEST","2021","Long Rains","Crop_Rapeseed & Mustard","8485","2435","Crop_Rapeseed & Mustard"
"Murang’a","Sub-county_Name_KANDARA","2000","Short Rains","Crop_Maize (Processed)","1131","2490","Crop_Maize (Processed)"
"Lamu","Sub-county_Name_LAMU WEST","2022","Long Rains","Crop_Drum Stick","9933","4097","Crop_Drum Stick"
"Nairobi","Sub-county_Name_WESTLANDS","2015","Short Rains","Crop_Pineapples","3250","8999","Crop_Pineapples"
"Wajir","Sub-county_Name_TARBAJ","2016","Short Rains","Crop_Other Cereals & Millets","1331","5780","Crop_Other Cereals & Millets"
"Murang’a","Sub-county_Name_KANGEMA","2017","Spring","Crop_Other Rabi pulses","7521","9270","Crop_Other Rabi pulses"
"Nairobi","Sub-county_Name_WESTLANDS","2001","Long Rains","Crop_Carrots","5369","6624","Crop_Carrots"
"West Pokot","Sub-county_Name_CENTRAL POKOT","2007","Winter","Crop_Guar seed","6148","3153","Crop_Guar seed"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2000","Long Rains","Crop_Varagu","9930","5677","Crop_Varagu"
"Kilifi","Sub-county_Name_KILIFI NORTH","2007","Winter","Crop_Other Fresh Fruits","4922","4495","Crop_Other Fresh Fruits"
"Kericho","Sub-county_Name_BURETI","2013","Short Rains","Crop_Other Rabi pulses","7720","6817","Crop_Other Rabi pulses"
"Kitui","Sub-county_Name_KITUI CENTRAL","2016","Long Rains","Crop_Common Beans & Mung Beans (Vegetable)","3436","8901","Crop_Common Beans & Mung Beans (Vegetable)"
"Machakos","Sub-county_Name_YATTA","2004","Short Rains","Crop_Horse-gram","9336","3740","Crop_Horse-gram"
"Tana River","Sub-county_Name_GALOLE","2022","Long Rains","Crop_Blackgram","2476","6297","Crop_Blackgram"
"Bungoma","Sub-county_Name_SIRISIA","2020","Spring","Crop_Jackfruit","5676","4651","Crop_Jackfruit"
"Samburu","Sub-county_Name_SAMBURU EAST","2016","Long Rains","Crop_Cabbage","3697","8893","Crop_Cabbage"
"Nyeri","Sub-county_Name_MUKURWEINI","1998","Winter","Crop_Other Fresh Fruits","288","7446","Crop_Other Fresh Fruits"
"Busia","Sub-county_Name_FUNYULA","2009","Short Rains","Crop_Soya Beans","7165","3109","Crop_Soya Beans"
"Kisumu","Sub-county_Name_SEME","2008","Autumn","Crop_Drum Stick","9108","6428","Crop_Drum Stick"
"Samburu","Sub-county_Name_SAMBURU EAST","2001","Autumn","Crop_Pomegranates","8073","9808","Crop_Pomegranates"
"Samburu","Sub-county_Name_SAMBURU NORTH","2007","Long Rains","Crop_Drum Stick","117","7441","Crop_Drum Stick"
"Baringo","Sub-county_Name_TIATY","2012","Long Rains","Crop_Cucumber","5894","1221","Crop_Cucumber"
"Kakamega","Sub-county_Name_LUKUYANI","2015","Winter","Crop_Grapes","7007","2136","Crop_Grapes"
"Kisii","Sub-county_Name_KITUTU CHACHE NORTH","2020","Long Rains","Crop_Carrots","8547","5587","Crop_Carrots"
"Nandi","Sub-county_Name_MOSOP","2024","Short Rains","Crop_Eggplant","9464","7537","Crop_Eggplant"
"Taita Taveta","Sub-county_Name_TAVETA","2007","Long Rains","Crop_Pearl Millet","9356","1545","Crop_Pearl Millet"
"Siaya","Sub-county_Name_UGENYA","2011","Autumn","Crop_Finger Millet","8643","5073","Crop_Finger Millet"
"Mandera","Sub-county_Name_LAFEY","2009","Long Rains","Crop_Sorghum","1533","6299","Crop_Sorghum"
"Wajir","Sub-county_Name_TARBAJ","2013","Spring","Crop_Peas & Beans (Pulses)","7073","8180","Crop_Peas & Beans (Pulses)"
"Elgeyo Marakwet","Sub-county_Name_MARAKWET EAST","2020","Long Rains","Crop_Coffee","1584","6149","Crop_Coffee"
"Nairobi","Sub-county_Name_ROYSAMBU","2023","Long Rains","Crop_Bottle Gourd","9347","6966","Crop_Bottle Gourd"
"Lamu","Sub-county_Name_LAMU EAST","2002","Long Rains","Crop_Pigeon Peas","7166","5212","Crop_Pigeon Peas"
"Vihiga","Sub-county_Name_EMUHAYA","2012","Winter","Crop_Pigeon Peas","4653","9639","Crop_Pigeon Peas"
"Migori","Sub-county_Name_AWENDO","2022","Long Rains","Crop_Lentils","645","1440","Crop_Lentils"
"Garissa","Sub-county_Name_LAGDERA","1999","Long Rains","Crop_Potatoes","6001","1793","Crop_Potatoes"
"Nakuru","Sub-county_Name_SUBUKIA","2011","Short Rains","Crop_Varagu","3940","6192","Crop_Varagu"
"Mombasa","Sub-county_Name_NYALI","2017","Short Rains","Crop_Blackgram","5841","1542","Crop_Blackgram"
"Wajir","Sub-county_Name_TARBAJ","2010","Autumn","Crop_Linseed","8783","9824","Crop_Linseed"
"Siaya","Sub-county_Name_ALEG USONGA","2013","Spring","Crop_Okra","2458","5822","Crop_Okra"
